3.972810e+002,0.000000e+000
4.011381e+002,1.262295e+001
4.049952e+002,1.274743e+001
4.088523e+002,1.252163e+001
4.127094e+002,1.250579e+001
4.165665e+002,1.296049e+001
4.204236e+002,1.331246e+001
4.242807e+002,1.416004e+001
4.281378e+002,1.463029e+001
4.319949e+002,1.512674e+001
4.358520e+002,1.630409e+001
4.397091e+002,1.714254e+001
4.435662e+002,1.765744e+001
4.474233e+002,1.784709e+001
4.512804e+002,1.798466e+001
4.551375e+002,1.882891e+001
4.589946e+002,1.972121e+001
4.628517e+002,2.009942e+001
4.667087e+002,2.012980e+001
4.705659e+002,1.969923e+001
4.744229e+002,1.933880e+001
4.782801e+002,1.844082e+001
4.821371e+002,1.655239e+001
4.859943e+002,1.464861e+001
4.898513e+002,1.253595e+001
4.937084e+002,1.020257e+001
4.975656e+002,8.025125e+000
5.014226e+002,6.203415e+000
5.052797e+002,4.999623e+000
5.091368e+002,4.172604e+000
5.129939e+002,3.209035e+000
5.168510e+002,2.646867e+000
5.207081e+002,2.416820e+000
5.245652e+002,2.333508e+000
5.284223e+002,2.387624e+000
5.322794e+002,2.244972e+000
5.361365e+002,1.993609e+000
5.399936e+002,1.981640e+000
5.438507e+002,2.046080e+000
5.477078e+002,2.268646e+000
5.515649e+002,2.486648e+000
5.554220e+002,2.497212e+000
5.592791e+002,2.462798e+000
5.631362e+002,2.558095e+000
5.669933e+002,2.658988e+000
5.708504e+002,2.687728e+000
5.747075e+002,2.617436e+000
5.785646e+002,2.667157e+000
5.824217e+002,2.709972e+000
5.862788e+002,2.668636e+000
5.901359e+002,2.652817e+000
5.939930e+002,2.717137e+000
5.978501e+002,2.829453e+000
6.017072e+002,2.943633e+000
6.055643e+002,3.059944e+000
6.094214e+002,3.203339e+000
6.132784e+002,3.162550e+000
6.171356e+002,3.120991e+000
6.209927e+002,3.190513e+000
6.248497e+002,3.211278e+000
6.287068e+002,3.386652e+000
6.325640e+002,3.551730e+000
6.364210e+002,3.622785e+000
6.402781e+002,3.615026e+000
6.441353e+002,3.551338e+000
6.479923e+002,3.628996e+000
6.518494e+002,3.728647e+000
6.557065e+002,3.730580e+000
6.595636e+002,3.696430e+000
6.634207e+002,3.732252e+000
6.672778e+002,3.950161e+000
6.711349e+002,4.134276e+000
6.749920e+002,4.159170e+000
6.788491e+002,4.243423e+000
6.827062e+002,4.376823e+000
6.865634e+002,4.448284e+000
6.904204e+002,4.454467e+000
6.942775e+002,4.477772e+000
6.981346e+002,4.586187e+000
7.019917e+002,4.617989e+000
7.058488e+002,4.620336e+000
7.097059e+002,4.604219e+000
7.135630e+002,4.614902e+000
7.174200e+002,4.674885e+000
7.212772e+002,4.679272e+000
7.251343e+002,4.655427e+000
7.289914e+002,4.690342e+000
7.328485e+002,4.720941e+000
7.367056e+002,4.764571e+000
7.405627e+002,4.828630e+000
7.444198e+002,4.782867e+000
7.482769e+002,4.795750e+000
7.521340e+002,4.828377e+000
7.559911e+002,4.813159e+000
7.598481e+002,4.883445e+000
7.637053e+002,5.004797e+000
7.675624e+002,5.057987e+000
7.714194e+002,5.099124e+000
7.752766e+002,5.122633e+000
7.791337e+002,5.037994e+000
7.829907e+002,4.995398e+000
7.868478e+002,4.998002e+000
7.907050e+002,4.922832e+000
7.945620e+002,4.774645e+000
7.984191e+002,4.622919e+000
8.022762e+002,4.539233e+000
8.061333e+002,4.519115e+000
8.099904e+002,4.434858e+000
8.138475e+002,4.291789e+000
8.177046e+002,4.188210e+000
8.215617e+002,4.223989e+000
8.254188e+002,4.310472e+000
8.292759e+002,4.318623e+000
8.331330e+002,4.330928e+000
8.369901e+002,4.388197e+000
8.408472e+002,4.479058e+000
8.447043e+002,4.676596e+000
8.485614e+002,4.880866e+000
8.524185e+002,5.045914e+000
8.562756e+002,5.235326e+000
8.601327e+002,5.430267e+000
8.639897e+002,5.580988e+000
8.678469e+002,5.702384e+000
8.717040e+002,5.824857e+000
8.755611e+002,5.971898e+000
